batch,val_per,train_loss,reg_loss,grad_norm,wall_time_sec
0,1.667157,183.6899,0.0122,200.8817,2.11
200,0.853396,109.4037,0.0122,141.0114,1.34
400,0.788793,109.7661,0.0122,95.5183,1.36
600,0.724979,81.7823,0.0122,82.3476,1.34
800,0.680719,73.0892,0.0122,69.9738,1.35
1000,0.664792,138.8374,0.0122,107.0124,1.33
1200,0.662111,61.2619,0.0122,63.9500,1.34
1400,0.655383,56.7259,0.0122,62.2153,1.35
1600,0.637353,55.6927,0.0122,60.3522,1.37
1800,0.629363,74.5445,0.0122,69.2285,1.35
2000,0.617746,73.5284,0.0122,70.1449,1.36
