batch,val_per,train_loss,reg_loss,grad_norm,wall_time_sec
0,1.686449,234.7679,0.0075,179.1067,2.59
100,0.845616,188.2365,0.0075,165.3996,1.92
200,0.787584,100.4920,0.0075,57.1377,1.29
300,0.723928,147.3230,0.0075,79.4574,1.29
400,0.695122,75.0374,0.0075,48.9180,2.16
500,0.679458,83.7816,0.0075,54.1946,1.76
600,0.684556,68.8131,0.0075,43.4421,1.70
700,0.669943,142.5097,0.0075,74.4862,1.82
800,0.671836,69.9556,0.0075,46.7157,1.86
900,0.662689,130.9766,0.0075,68.1430,1.93
1000,0.662374,63.6642,0.0075,43.9922,1.81
